@relation bearing_data1

@attribute sensor_0 numeric
@attribute sensor_1 numeric
@attribute sensor_2 numeric
@attribute sensor_3 numeric
@attribute sensor_4 numeric
@attribute sensor_5 numeric
@attribute sensor_6 numeric
@attribute sensor_7 numeric

@data
-0.117044,-0.1161,-0.117182,-0.11643,-0.113529,-0.114086,-0.114592,-0.114014
-0.119504,-0.118577,-0.117623,-0.118113,-0.114413,-0.115262,-0.115801,-0.114421
-0.116266,-0.118092,-0.117097,-0.116273,-0.114918,-0.114224,-0.113904,-0.114834
-0.11561,-0.115808,-0.117162,-0.116824,-0.113857,-0.112664,-0.113984,-0.114196
-0.118522,-0.117565,-0.117707,-0.118242,-0.116342,-0.116251,-0.114311,-0.115719
-0.117772,-0.11701,-0.116768,-0.116671,-0.113935,-0.114087,-0.114445,-0.114235
-0.116507,-0.116072,-0.11594,-0.116258,-0.114178,-0.113514,-0.113354,-0.113584
-0.118817,-0.119584,-0.11779,-0.117681,-0.114696,-0.115605,-0.114339,-0.114742
-0.11698,-0.117284,-0.117463,-0.117262,-0.113939,-0.114111,-0.114155,-0.113393
-0.116815,-0.116759,-0.117506,-0.116635,-0.114534,-0.113949,-0.113376,-0.114173
-0.11785,-0.118371,-0.118253,-0.1179,-0.114574,-0.115325,-0.115161,-0.115413
-0.117387,-0.116932,-0.117886,-0.117194,-0.114526,-0.11319,-0.113881,-0.113756
-0.116503,-0.1167,-0.116915,-0.116231,-0.114298,-0.113347,-0.113445,-0.114139
-0.117214,-0.116741,-0.116262,-0.116489,-0.112299,-0.112115,-0.112371,-0.1136
-0.118919,-0.118783,-0.119237,-0.119104,-0.11552,-0.116064,-0.116319,-0.115606
-0.117419,-0.117214,-0.117334,-0.116951,-0.114697,-0.114561,-0.114181,-0.114258
-0.117606,-0.117552,-0.117454,-0.117763,-0.114184,-0.114021,-0.114717,-0.113863
-0.116861,-0.117747,-0.117259,-0.116981,-0.114414,-0.113638,-0.113864,-0.11395
-0.118139,-0.117365,-0.1163,-0.11688,-0.114119,-0.113877,-0.114169,-0.114866
-0.117362,-0.116729,-0.117241,-0.116524,-0.114441,-0.114643,-0.114585,-0.11493
-0.117231,-0.116952,-0.117016,-0.116886,-0.114295,-0.115147,-0.11496,-0.114434
-0.117076,-0.117306,-0.11776,-0.117115,-0.114984,-0.115329,-0.114276,-0.114262
-0.117728,-0.118537,-0.117688,-0.117632,-0.115294,-0.114057,-0.114501,-0.114542
-0.116809,-0.117752,-0.116474,-0.117486,-0.113657,-0.113463,-0.113995,-0.114048
-0.11741,-0.116723,-0.117161,-0.116969,-0.113708,-0.11388,-0.114341,-0.113917
-0.117268,-0.11681,-0.116907,-0.116659,-0.113883,-0.114357,-0.114196,-0.113602
-0.115969,-0.116679,-0.116835,-0.116968,-0.113377,-0.113068,-0.113781,-0.11423
-0.117399,-0.116792,-0.117764,-0.116933,-0.114547,-0.114746,-0.114276,-0.113945
-0.117805,-0.117062,-0.117766,-0.117124,-0.114304,-0.114003,-0.114233,-0.114004
-0.116372,-0.116491,-0.116633,-0.116602,-0.114358,-0.114673,-0.113876,-0.113378
-0.117007,-0.117112,-0.116816,-0.116627,-0.113351,-0.113656,-0.114185,-0.114098
-0.117026,-0.116526,-0.116979,-0.11713,-0.114741,-0.113889,-0.113604,-0.113793
-0.117989,-0.116012,-0.116917,-0.115827,-0.113531,-0.113612,-0.114065,-0.113718
-0.116522,-0.116382,-0.117278,-0.116632,-0.115219,-0.114273,-0.114204,-0.114182
-0.117789,-0.117462,-0.11713,-0.117231,-0.114629,-0.114499,-0.113931,-0.114112
-0.116929,-0.11713,-0.116667,-0.117185,-0.114268,-0.114796,-0.114148,-0.114113
-0.116997,-0.116596,-0.116632,-0.116635,-0.113466,-0.114568,-0.114176,-0.114251
-0.116552,-0.116852,-0.116814,-0.116542,-0.114448,-0.113868,-0.113922,-0.113874
-0.116789,-0.116454,-0.117,-0.117066,-0.113896,-0.11383,-0.114315,-0.113352
-0.116461,-0.116478,-0.11671,-0.1166,-0.114277,-0.115009,-0.11385,-0.11403
-0.117108,-0.117481,-0.116118,-0.11703,-0.113199,-0.113874,-0.113835,-0.114517
-0.117653,-0.117883,-0.117455,-0.117192,-0.114067,-0.114243,-0.114272,-0.113445
-0.11766,-0.116131,-0.116277,-0.11585,-0.113471,-0.113066,-0.114038,-0.113529
-0.11729,-0.116994,-0.116374,-0.116901,-0.113081,-0.114008,-0.113846,-0.113787
-0.116239,-0.115865,-0.117007,-0.116786,-0.113571,-0.114183,-0.113833,-0.113524
-0.117293,-0.118289,-0.116705,-0.116851,-0.114452,-0.114101,-0.114321,-0.114003
-0.116272,-0.117168,-0.116483,-0.116735,-0.113325,-0.113726,-0.113732,-0.11334
-0.116885,-0.116528,-0.116538,-0.11692,-0.113878,-0.114164,-0.113533,-0.113782
-0.117196,-0.117393,-0.116875,-0.11666,-0.113952,-0.115154,-0.114267,-0.11366
-0.117042,-0.116298,-0.116786,-0.116686,-0.113785,-0.114207,-0.113898,-0.113703
-0.117004,-0.117338,-0.117191,-0.116866,-0.114364,-0.114558,-0.114097,-0.113781
-0.11704,-0.117065,-0.116756,-0.116247,-0.114475,-0.113436,-0.114,-0.113533
-0.11742,-0.117562,-0.116535,-0.116659,-0.114516,-0.113985,-0.114202,-0.112893
-0.117206,-0.116298,-0.116776,-0.117405,-0.11502,-0.114427,-0.114197,-0.113903
-0.116392,-0.116198,-0.117345,-0.116413,-0.114099,-0.114565,-0.113949,-0.113511
-0.11662,-0.116627,-0.117324,-0.116972,-0.114047,-0.113484,-0.114033,-0.113742
-0.117194,-0.116961,-0.117023,-0.116468,-0.113482,-0.113357,-0.114465,-0.11327
-0.11765,-0.116521,-0.11685,-0.117228,-0.114139,-0.113907,-0.114068,-0.094268
-0.116968,-0.11683,-0.117471,-0.116641,-0.114127,-0.113582,-0.114176,-0.113666
-0.116307,-0.116432,-0.116572,-0.116442,-0.113626,-0.113787,-0.113904,-0.114594
-0.116353,-0.117697,-0.117604,-0.117163,-0.114103,-0.114342,-0.114569,-0.11392
-0.116962,-0.116186,-0.117227,-0.116332,-0.113561,-0.114009,-0.114126,-0.112609
-0.117371,-0.11622,-0.117189,-0.116754,-0.114042,-0.11466,-0.114184,-0.092303
-0.117508,-0.117107,-0.115802,-0.116954,-0.114343,-0.115073,-0.114218,-0.113391
-0.117975,-0.117514,-0.1172,-0.116694,-0.114094,-0.114162,-0.114,-0.113582
-0.116733,-0.117136,-0.117238,-0.117397,-0.114699,-0.114548,-0.113786,-0.114106
-0.117118,-0.116403,-0.11722,-0.117056,-0.114014,-0.114328,-0.114017,-0.114606
-0.11558,-0.116039,-0.115496,-0.115384,-0.112901,-0.112281,-0.113509,-0.10876
-0.117767,-0.117074,-0.116589,-0.117375,-0.114811,-0.114966,-0.115395,-0.114493
-0.116971,-0.117368,-0.117526,-0.117049,-0.114767,-0.113936,-0.115039,-0.114107
-0.117049,-0.116988,-0.117286,-0.116534,-0.113946,-0.115381,-0.113413,-0.113877
-0.115854,-0.116139,-0.115884,-0.1162,-0.113321,-0.113506,-0.113059,-0.113244
-0.116921,-0.117541,-0.116704,-0.116786,-0.114193,-0.113914,-0.113986,-0.113515
-0.117727,-0.117377,-0.117109,-0.116516,-0.114978,-0.114636,-0.11465,-0.114141
-0.117542,-0.118088,-0.1173,-0.117028,-0.114434,-0.114466,-0.11414,-0.11495
-0.117644,-0.117364,-0.117137,-0.11736,-0.113914,-0.113705,-0.114425,-0.113823
-0.116974,-0.116998,-0.117378,-0.117464,-0.113905,-0.113862,-0.114159,-0.113008
-0.11781,-0.116914,-0.117436,-0.116357,-0.114234,-0.114096,-0.114338,-0.113938
-0.117063,-0.116495,-0.117483,-0.117362,-0.114063,-0.113717,-0.114373,-0.113685
-0.117815,-0.117394,-0.117547,-0.116975,-0.113842,-0.113568,-0.114268,-0.114188
-0.117577,-0.117667,-0.117259,-0.117354,-0.1144,-0.114012,-0.114434,-0.113906
-0.117572,-0.117365,-0.117755,-0.117423,-0.114621,-0.114438,-0.114386,-0.11443
-0.117401,-0.116682,-0.117468,-0.117046,-0.113788,-0.114347,-0.114009,-0.114078
-0.117416,-0.117211,-0.117552,-0.11685,-0.114493,-0.115521,-0.114088,-0.113713
-0.116934,-0.116747,-0.11745,-0.117217,-0.113617,-0.113892,-0.114185,-0.114304
-0.116772,-0.115971,-0.117721,-0.11704,-0.114262,-0.114903,-0.114423,-0.114545
-0.117518,-0.117534,-0.117101,-0.117155,-0.114775,-0.114346,-0.114241,-0.113633
-0.117601,-0.11654,-0.116445,-0.116183,-0.114649,-0.115582,-0.113979,-0.113262
-0.117524,-0.116762,-0.117204,-0.117169,-0.114426,-0.114308,-0.114237,-0.114099
-0.117682,-0.118327,-0.116478,-0.117409,-0.114721,-0.114114,-0.113998,-0.114262
-0.117136,-0.117501,-0.116819,-0.1174,-0.113921,-0.113972,-0.113943,-0.113883
-0.11712,-0.116855,-0.117165,-0.116237,-0.114109,-0.115065,-0.112944,-0.1137
-0.117786,-0.11812,-0.116509,-0.117206,-0.114122,-0.113874,-0.113422,-0.114265
-0.116784,-0.117274,-0.116339,-0.116784,-0.115034,-0.115166,-0.113878,-0.11386
-0.116522,-0.116432,-0.117388,-0.117187,-0.114024,-0.114247,-0.152857,-0.114694
-0.117054,-0.117103,-0.117342,-0.116854,-0.114468,-0.114202,-0.061069,-0.11446
-0.118376,-0.11819,-0.116308,-0.116694,-0.115023,-0.114189,-0.114264,-0.113738
-0.118425,-0.117463,-0.116426,-0.116461,-0.114027,-0.113833,-0.114508,-0.114479
-0.117414,-0.117461,-0.11681,-0.117066,-0.114066,-0.114312,-0.11458,-0.114157
-0.117058,-0.116704,-0.117086,-0.11692,-0.114289,-0.115233,-0.114135,-0.114431
-0.117044,-0.117619,-0.117004,-0.117122,-0.114688,-0.113243,-0.113935,-0.113854
-0.118137,-0.116875,-0.117273,-0.116983,-0.113546,-0.113677,-0.113641,-0.113258
-0.117929,-0.116794,-0.116608,-0.116823,-0.114891,-0.115003,-0.114296,-0.113413
-0.117976,-0.117405,-0.116824,-0.11688,-0.113438,-0.114354,-0.114491,-0.114724
-0.117178,-0.117202,-0.117879,-0.117465,-0.115045,-0.114419,-0.114348,-0.113621
-0.11737,-0.11645,-0.117752,-0.116703,-0.113765,-0.114248,-0.113917,-0.113211
-0.117285,-0.117963,-0.117428,-0.116739,-0.112904,-0.11413,-0.114487,-0.114008
-0.117357,-0.117234,-0.11726,-0.117357,-0.113697,-0.11354,-0.113424,-0.113873
-0.117003,-0.116244,-0.116791,-0.116754,-0.113825,-0.113841,-0.114487,-0.11412
-0.11809,-0.117966,-0.117162,-0.117623,-0.114826,-0.114647,-0.113857,-0.11393
-0.116871,-0.1167,-0.117171,-0.116826,-0.113937,-0.113586,-0.114524,-0.114669
-0.116586,-0.116232,-0.117154,-0.117437,-0.113954,-0.114369,-0.11399,-0.113407
-0.118017,-0.117025,-0.116259,-0.116958,-0.113693,-0.114323,-0.113984,-0.113666
-0.117873,-0.116993,-0.117167,-0.117058,-0.114342,-0.115118,-0.113835,-0.11382
-0.117015,-0.11784,-0.117197,-0.117322,-0.115006,-0.114976,-0.114317,-0.114354
-0.117332,-0.117937,-0.117819,-0.11685,-0.11331,-0.114034,-0.114321,-0.113546
-0.118182,-0.1173,-0.116999,-0.117207,-0.114618,-0.113808,-0.114123,-0.114082
-0.117412,-0.116622,-0.116954,-0.117364,-0.113545,-0.114424,-0.113034,-0.113366
-0.117346,-0.11616,-0.116966,-0.116961,-0.1144,-0.11419,-0.118261,-0.114271
-0.116916,-0.116603,-0.116722,-0.117535,-0.113661,-0.114326,-0.113861,-0.112947
-0.117114,-0.115497,-0.117006,-0.116797,-0.113821,-0.113628,-0.11034,-0.113686
-0.117631,-0.117057,-0.116979,-0.117513,-0.114329,-0.11423,-0.114326,-0.11425
-0.117049,-0.116891,-0.117795,-0.117023,-0.114407,-0.114711,-0.114604,-0.113762
-0.117334,-0.117479,-0.11659,-0.117045,-0.113544,-0.11416,-0.113945,-0.114159
-0.117747,-0.116922,-0.117895,-0.117537,-0.114537,-0.114576,-0.114272,-0.114433
-0.117555,-0.116663,-0.117252,-0.116756,-0.113603,-0.11334,-0.114398,-0.11446
-0.117794,-0.117216,-0.1177,-0.116811,-0.114655,-0.113661,-0.114161,-0.113749
-0.117505,-0.116259,-0.11762,-0.11673,-0.113149,-0.1142,-0.114341,-0.113796
-0.116242,-0.1165,-0.116497,-0.116773,-0.113882,-0.113625,-0.113438,-0.11356
-0.115661,-0.117453,-0.117041,-0.117521,-0.115352,-0.114697,-0.113825,-0.114188
-0.116801,-0.117775,-0.116815,-0.116942,-0.113371,-0.114025,-0.113693,-0.114052
-0.118492,-0.1171,-0.117259,-0.117569,-0.113806,-0.114562,-0.114214,-0.114517
-0.117054,-0.117419,-0.116798,-0.116776,-0.112899,-0.113122,-0.114462,-0.113974
-0.116632,-0.11622,-0.117253,-0.116273,-0.113706,-0.114127,-0.113748,-0.11403
-0.11726,-0.116215,-0.116963,-0.117255,-0.113173,-0.113702,-0.113213,-0.114354
-0.116959,-0.118299,-0.116829,-0.116851,-0.11335,-0.114244,-0.122738,-0.114871
-0.117753,-0.117303,-0.116707,-0.117621,-0.114284,-0.11437,-0.113841,-0.113513
-0.116675,-0.116858,-0.117424,-0.116953,-0.114851,-0.113926,-0.114863,-0.113895
-0.11627,-0.116671,-0.115634,-0.115655,-0.113174,-0.113792,-0.112603,-0.112853
-0.116878,-0.116695,-0.116716,-0.117875,-0.113922,-0.114486,-0.114198,-0.113501
-0.117769,-0.117933,-0.116693,-0.11728,-0.113966,-0.115122,-0.114332,-0.114265
-0.117337,-0.116085,-0.117234,-0.116488,-0.112972,-0.113322,-0.113884,-0.113887
-0.116874,-0.117083,-0.117265,-0.117635,-0.114684,-0.114725,-0.114382,-0.11338
-0.116905,-0.116595,-0.117538,-0.116353,-0.113748,-0.113979,-0.114181,-0.113638
-0.118992,-0.119264,-0.117804,-0.118649,-0.115531,-0.1149,-0.115494,-0.115466
-0.117897,-0.116387,-0.117373,-0.117777,-0.113794,-0.114737,-0.114669,-0.113783
-0.117367,-0.117098,-0.118094,-0.117369,-0.114551,-0.11409,-0.114451,-0.114485
-0.11709,-0.11805,-0.117818,-0.117617,-0.114961,-0.113935,-0.114447,-0.114268
-0.118728,-0.118033,-0.119021,-0.11824,-0.115322,-0.115543,-0.115474,-0.115536
-0.118528,-0.116914,-0.117637,-0.117318,-0.114263,-0.114236,-0.114476,-0.11418
-0.118559,-0.117489,-0.117366,-0.116684,-0.113657,-0.1142,-0.113913,-0.113842
-0.11856,-0.118016,-0.118511,-0.118577,-0.116062,-0.116313,-0.115607,-0.115107
-0.117028,-0.117195,-0.117095,-0.11653,-0.113557,-0.113834,-0.113885,-0.113286
-0.117742,-0.117774,-0.116343,-0.117125,-0.114911,-0.114843,-0.114517,-0.113931
-0.117846,-0.118561,-0.118249,-0.118716,-0.115436,-0.116045,-0.115588,-0.115003
-0.117072,-0.118188,-0.116797,-0.117339,-0.114922,-0.114455,-0.114091,-0.113858
-0.11694,-0.116584,-0.116114,-0.116376,-0.114222,-0.114864,-0.114317,-0.114134
-0.118354,-0.117667,-0.118079,-0.118416,-0.114987,-0.114278,-0.1151,-0.114575
-0.116237,-0.116715,-0.11589,-0.116331,-0.11394,-0.11354,-0.114039,-0.113528
-0.117856,-0.117365,-0.1175,-0.116609,-0.113923,-0.114225,-0.113837,-0.11371
-0.118293,-0.118575,-0.118424,-0.118044,-0.115636,-0.115823,-0.115228,-0.115108
-0.117311,-0.116529,-0.117082,-0.11655,-0.11365,-0.113642,-0.114363,-0.114004
-0.117708,-0.117036,-0.116701,-0.11686,-0.114323,-0.113979,-0.114012,-0.11364
-0.118225,-0.117811,-0.117586,-0.117867,-0.114531,-0.115401,-0.115081,-0.114783
-0.11655,-0.11704,-0.116769,-0.116988,-0.114342,-0.114465,-0.114557,-0.114012
-0.118036,-0.117186,-0.117387,-0.117027,-0.114207,-0.113714,-0.114031,-0.113503
-0.118801,-0.117544,-0.118908,-0.117863,-0.115329,-0.115324,-0.115524,-0.115067
-0.117329,-0.117493,-0.117052,-0.11711,-0.1141,-0.11389,-0.114402,-0.113889
-0.117875,-0.117758,-0.117874,-0.116611,-0.113388,-0.113826,-0.114091,-0.114246
-0.119027,-0.117459,-0.117378,-0.11842,-0.116521,-0.115753,-0.11538,-0.115415
-0.116862,-0.118147,-0.11673,-0.117006,-0.114527,-0.11354,-0.113819,-0.113517
-0.116875,-0.116707,-0.117325,-0.116339,-0.113531,-0.114148,-0.114107,-0.113924
-0.118679,-0.117853,-0.118183,-0.118522,-0.115793,-0.115263,-0.115298,-0.114652
-0.116694,-0.117114,-0.117184,-0.11597,-0.11444,-0.113953,-0.113908,-0.113643
-0.116986,-0.116946,-0.116899,-0.116956,-0.114415,-0.114158,-0.114224,-0.113938
-0.11765,-0.118256,-0.118071,-0.118278,-0.115007,-0.114978,-0.115168,-0.115638
-0.116852,-0.116093,-0.117176,-0.116508,-0.113336,-0.114203,-0.114153,-0.115079
-0.116401,-0.116246,-0.117246,-0.117056,-0.113795,-0.113471,-0.11394,-0.112256
-0.117498,-0.117812,-0.118126,-0.118061,-0.114985,-0.115556,-0.115175,-0.114843
-0.117667,-0.117874,-0.117228,-0.116607,-0.114177,-0.115053,-0.11436,-0.114358
-0.117689,-0.117134,-0.117426,-0.116757,-0.114909,-0.114811,-0.113869,-0.106956
-0.11737,-0.117106,-0.118954,-0.118035,-0.115007,-0.115467,-0.115137,-0.115445
-0.118047,-0.116816,-0.116802,-0.116549,-0.113259,-0.114106,-0.114541,-0.115492
-0.116413,-0.117304,-0.116555,-0.116882,-0.114272,-0.113881,-0.113895,-0.113888
-0.118198,-0.118053,-0.117959,-0.116998,-0.115039,-0.115351,-0.115281,-0.114792
-0.116884,-0.115487,-0.117071,-0.11702,-0.114537,-0.11485,-0.113727,-0.112843
-0.116921,-0.117393,-0.116559,-0.117001,-0.114036,-0.114245,-0.114415,-0.113727
-0.118375,-0.117282,-0.117969,-0.118493,-0.115207,-0.114597,-0.114464,-0.114086
-0.118511,-0.117388,-0.116809,-0.11734,-0.11483,-0.114154,-0.114224,-0.114962
-0.117662,-0.116556,-0.11696,-0.117042,-0.114649,-0.114956,-0.113748,-0.113942
-0.117903,-0.116661,-0.117619,-0.117735,-0.114615,-0.114679,-0.114697,-0.114597
-0.117072,-0.11729,-0.11631,-0.116839,-0.113319,-0.11264,-0.113961,-0.113608
-0.11777,-0.11641,-0.117193,-0.117389,-0.11525,-0.114972,-0.114692,-0.114483
-0.116941,-0.116532,-0.117323,-0.117579,-0.115596,-0.115009,-0.114961,-0.115553
-0.11735,-0.116446,-0.116851,-0.116447,-0.114752,-0.11431,-0.11427,-0.114677
-0.116796,-0.117703,-0.117338,-0.117036,-0.114123,-0.114429,-0.114158,-0.114484
-0.117501,-0.118298,-0.118392,-0.118649,-0.115827,-0.115427,-0.115354,-0.115459
-0.117162,-0.117222,-0.117047,-0.117267,-0.114175,-0.115076,-0.113386,-0.114263
-0.117898,-0.117285,-0.117709,-0.1175,-0.114741,-0.114501,-0.113786,-0.113673
-0.117442,-0.117993,-0.11842,-0.118544,-0.116033,-0.115621,-0.1149,-0.114728
-0.116116,-0.116685,-0.117159,-0.116889,-0.11373,-0.113824,-0.113952,-0.113529
-0.117468,-0.116464,-0.117637,-0.117288,-0.114387,-0.115286,-0.1143,-0.113836
-0.117837,-0.116878,-0.117686,-0.117521,-0.114923,-0.114713,-0.114947,-0.114703
-0.118003,-0.117766,-0.117353,-0.117243,-0.114417,-0.113171,-0.113997,-0.113878
-0.118005,-0.117821,-0.117726,-0.117232,-0.114587,-0.113896,-0.114158,-0.113355
-0.118343,-0.118185,-0.11786,-0.117543,-0.114677,-0.114113,-0.114512,-0.11483
-0.116456,-0.115461,-0.115556,-0.115564,-0.113769,-0.114143,-0.112904,-0.112576
-0.116995,-0.116964,-0.117735,-0.116709,-0.114328,-0.113959,-0.114337,-0.114131
-0.116143,-0.116056,-0.116556,-0.117006,-0.11428,-0.11321,-0.114272,-0.115179
-0.117531,-0.117777,-0.117466,-0.117206,-0.113891,-0.113325,-0.113826,-0.114232
-0.117214,-0.117043,-0.117157,-0.117263,-0.114343,-0.114852,-0.113877,-0.113913
-0.116312,-0.117662,-0.117228,-0.117141,-0.114605,-0.114146,-0.11461,-0.114221
-0.116866,-0.117063,-0.117268,-0.117066,-0.113856,-0.114045,-0.114717,-0.114235
-0.117777,-0.117234,-0.117237,-0.117519,-0.113702,-0.114875,-0.113492,-0.113866
-0.116472,-0.116702,-0.117183,-0.11777,-0.114265,-0.113412,-0.113721,-0.113801
-0.117177,-0.116805,-0.117012,-0.116868,-0.113906,-0.11363,-0.113372,-0.113358
-0.11788,-0.116503,-0.117203,-0.117453,-0.114365,-0.114667,-0.114318,-0.114025
-0.11687,-0.118036,-0.116571,-0.117039,-0.113683,-0.114013,-0.114372,-0.113987
-0.118205,-0.117164,-0.117354,-0.117301,-0.11415,-0.114252,-0.114462,-0.113424
-0.118351,-0.117776,-0.117795,-0.118214,-0.114886,-0.114914,-0.115216,-0.115276
-0.117876,-0.117889,-0.117578,-0.117177,-0.114743,-0.115,-0.114569,-0.113933
-0.116614,-0.116144,-0.116357,-0.116708,-0.114245,-0.11351,-0.113925,-0.113751
-0.117201,-0.117501,-0.11746,-0.117246,-0.114173,-0.11422,-0.114308,-0.114741
-0.117369,-0.117832,-0.117095,-0.11751,-0.115048,-0.114373,-0.11455,-0.11379
-0.116681,-0.116504,-0.117433,-0.116548,-0.114758,-0.114762,-0.114964,-0.113571
-0.116802,-0.117761,-0.11715,-0.11679,-0.113645,-0.114441,-0.114306,-0.113281
-0.117329,-0.117578,-0.116804,-0.116822,-0.113819,-0.113958,-0.113961,-0.114216
-0.117744,-0.116549,-0.11734,-0.116702,-0.114007,-0.11425,-0.114073,-0.113417
-0.117707,-0.117473,-0.117337,-0.1165,-0.11415,-0.114732,-0.114048,-0.113548
-0.116652,-0.11701,-0.117794,-0.117141,-0.114598,-0.114897,-0.113653,-0.114259
-0.117652,-0.117902,-0.117957,-0.117789,-0.114519,-0.114228,-0.114501,-0.114055
-0.117131,-0.116848,-0.117211,-0.116925,-0.114518,-0.113683,-0.114319,-0.113816
-0.116978,-0.116938,-0.116519,-0.116709,-0.113537,-0.112931,-0.114124,-0.113753
-0.117085,-0.11775,-0.116601,-0.116805,-0.114173,-0.113915,-0.113688,-0.11361
-0.116851,-0.116696,-0.117306,-0.117236,-0.1134,-0.11274,-0.114292,-0.113766
-0.116461,-0.117087,-0.11611,-0.11564,-0.114038,-0.114489,-0.113887,-0.114289
-0.116897,-0.116874,-0.117423,-0.116705,-0.113142,-0.112882,-0.114252,-0.113706
-0.11693,-0.117088,-0.116607,-0.116567,-0.113532,-0.113794,-0.114205,-0.113875
-0.117502,-0.116957,-0.117195,-0.117411,-0.114701,-0.114163,-0.113869,-0.114409
-0.117855,-0.117694,-0.117369,-0.117044,-0.114399,-0.114072,-0.114329,-0.113629
-0.116702,-0.116889,-0.116828,-0.117509,-0.114489,-0.113219,-0.11363,-0.113808
-0.116696,-0.11702,-0.117208,-0.117466,-0.113151,-0.113443,-0.113902,-0.113866
-0.117714,-0.117199,-0.116931,-0.116917,-0.114062,-0.11339,-0.113742,-0.113567
-0.117613,-0.116623,-0.117494,-0.117561,-0.114725,-0.114806,-0.114871,-0.113919
-0.117329,-0.116807,-0.117629,-0.116882,-0.113708,-0.114083,-0.114046,-0.113803
-0.116827,-0.117184,-0.11715,-0.116624,-0.113377,-0.112381,-0.11461,-0.114453
-0.117394,-0.116097,-0.117391,-0.117063,-0.113721,-0.112954,-0.113917,-0.113675
-0.11741,-0.117188,-0.117085,-0.117537,-0.113514,-0.114597,-0.114515,-0.114626
-0.116225,-0.117446,-0.117129,-0.116982,-0.114239,-0.113531,-0.114006,-0.113393
-0.117545,-0.117403,-0.116587,-0.116805,-0.114399,-0.114107,-0.11445,-0.113937
-0.117506,-0.116996,-0.116425,-0.116934,-0.113325,-0.115085,-0.114097,-0.113595
-0.116962,-0.116237,-0.116548,-0.116436,-0.113622,-0.114212,-0.114405,-0.113673
-0.116102,-0.116961,-0.117263,-0.116664,-0.113214,-0.114321,-0.113999,-0.113463
-0.117257,-0.117603,-0.117388,-0.117362,-0.112717,-0.112988,-0.114607,-0.113723
-0.117948,-0.11734,-0.116867,-0.11717,-0.113616,-0.11396,-0.114165,-0.113843
-0.118057,-0.116369,-0.117228,-0.116742,-0.114146,-0.114069,-0.11427,-0.113995
-0.116818,-0.116736,-0.117508,-0.117834,-0.113537,-0.113678,-0.114217,-0.114051
-0.116781,-0.116945,-0.116867,-0.117286,-0.114138,-0.113712,-0.114117,-0.114324
-0.11745,-0.116809,-0.116434,-0.116467,-0.114577,-0.114146,-0.114009,-0.113885
-0.117118,-0.117869,-0.117319,-0.116533,-0.114785,-0.114027,-0.114116,-0.113989
-0.118725,-0.117449,-0.117458,-0.117228,-0.115363,-0.114956,-0.113983,-0.114272
-0.117322,-0.116572,-0.117181,-0.11666,-0.113485,-0.114443,-0.114354,-0.114193
-0.116825,-0.117111,-0.116328,-0.117144,-0.113802,-0.113841,-0.113986,-0.113988
-0.117166,-0.116563,-0.116947,-0.116909,-0.114851,-0.113886,-0.114588,-0.114348
-0.11703,-0.116311,-0.11617,-0.11632,-0.113546,-0.115088,-0.113688,-0.113569
-0.116846,-0.117074,-0.117602,-0.116998,-0.114176,-0.113469,-0.114091,-0.114671
-0.117831,-0.117167,-0.117015,-0.117115,-0.114135,-0.113066,-0.114516,-0.113892
-0.11713,-0.117776,-0.117663,-0.117294,-0.114771,-0.114527,-0.11426,-0.113303
-0.116758,-0.116713,-0.116173,-0.117004,-0.114431,-0.114311,-0.113698,-0.114205
-0.117321,-0.118001,-0.117588,-0.117392,-0.114071,-0.114018,-0.114485,-0.112949
-0.117717,-0.117397,-0.116901,-0.117175,-0.115129,-0.114892,-0.114356,-0.114229
-0.117043,-0.116933,-0.116671,-0.117146,-0.114274,-0.114087,-0.113592,-0.113558
-0.117923,-0.117399,-0.116926,-0.117324,-0.113509,-0.113912,-0.114247,-0.113718
-0.117502,-0.115868,-0.11701,-0.117007,-0.11456,-0.1137,-0.114133,-0.133446
-0.117462,-0.117704,-0.117204,-0.117004,-0.114341,-0.115141,-0.114335,-0.114094
-0.117972,-0.116952,-0.117361,-0.117899,-0.114047,-0.114299,-0.113798,-0.127556
-0.116448,-0.115797,-0.117463,-0.116605,-0.113177,-0.112553,-0.1144,-0.113071
-0.118007,-0.117158,-0.117845,-0.117961,-0.114182,-0.114835,-0.114562,-0.113492
-0.117319,-0.117706,-0.117138,-0.117395,-0.115482,-0.1144,-0.114704,-0.114604
-0.118288,-0.117339,-0.117259,-0.117145,-0.113317,-0.114317,-0.114103,-0.113522
-0.117653,-0.117341,-0.11676,-0.11738,-0.11486,-0.113625,-0.113968,-0.114389
-0.117531,-0.117421,-0.117108,-0.116467,-0.113702,-0.113755,-0.113613,-0.114279
-0.117025,-0.116714,-0.11725,-0.116913,-0.115197,-0.114527,-0.114437,-0.114564
-0.118569,-0.118103,-0.117057,-0.117338,-0.115376,-0.115012,-0.114404,-0.122592
-0.117106,-0.116721,-0.117482,-0.117196,-0.113605,-0.113443,-0.114604,-0.11028
-0.11726,-0.115824,-0.117453,-0.116467,-0.113466,-0.112895,-0.113785,-0.11442
-0.117187,-0.117289,-0.117457,-0.116425,-0.114172,-0.114661,-0.114108,-0.117842
-0.116852,-0.116183,-0.115913,-0.116322,-0.114177,-0.114615,-0.114375,-0.114606
-0.116573,-0.11739,-0.117193,-0.11686,-0.113937,-0.114621,-0.114292,-0.112378
